Geneid	Chr	Start	End	Strand	Length	align/bam/SRR20959676	align/bam/SRR20959677	align/bam/SRR20959678	align/bam/SRR20959679	align/bam/SRR20959680	align/bam/SRR20959681	align/bam/SRR20959682	align/bam/SRR20959683
SAUSA300_RS01580	NC_007793.1	348169	348660	+	492	0	0	0	0	0	0	0	0
SAUSA300_RS01585	NC_007793.1	348870	349553	+	684	0	0	33	0	0	0	0	0
SAUSA300_RS01590	NC_007793.1	350139	350639	+	501	0	0	0	0	0	0	0	0
SAUSA300_RS01595	NC_007793.1	350651	351151	+	501	0	0	0	0	0	0	0	0
SAUSA300_RS01600	NC_007793.1	351162	351662	+	501	0	0	0	0	0	0	0	0
SAUSA300_RS01605	NC_007793.1	351673	352173	+	501	0	0	0	0	0	0	0	0
SAUSA300_RS01610	NC_007793.1	352184	352672	+	489	4	0	0	0	0	0	0	0
SAUSA300_RS01615	NC_007793.1	353295	353669	+	375	2	0	16	2	0	0	0	2
SAUSA300_RS01620	NC_007793.1	353822	354220	+	399	0	0	20	6	1	0	26	0
SAUSA300_RS01625	NC_007793.1	354436	355260	-	825	126	42	76	92	251	18	48	12
SAUSA300_RS01630	NC_007793.1	355497	356804	-	1308	90	64	258	184	188	168	1408	80
SAUSA300_RS01635	NC_007793.1	357388	358278	+	891	6	0	1	0	0	0	8	0
SAUSA300_RS01645	NC_007793.1	358527	359576	+	1050	351	119	18	381	379	359	244	42
SAUSA300_RS01650	NC_007793.1	359589	360266	+	678	350	88	84	243	209	133	181	32
SAUSA300_RS15965	NC_007793.1	360425	360565	-	141	0	0	0	0	0	0	0	0
SAUSA300_RS01655	NC_007793.1	360516	361505	+	990	114	52	340	196	60	102	228	84
SAUSA300_RS01660	NC_007793.1	361848	362966	+	1119	2	0	0	0	4	4	20	0
SAUSA300_RS01665	NC_007793.1	362941	363864	+	924	8	0	3	0	2	0	18	0
SAUSA300_RS01670	NC_007793.1	363875	365095	+	1221	19	4	21	18	2	2	24	5
SAUSA300_RS01675	NC_007793.1	365200	366732	-	1533	172	0	152	50	12	9	54	0
SAUSA300_RS01680	NC_007793.1	366772	367653	-	882	22	3	38	4	5	13	53	0
SAUSA300_RS01685	NC_007793.1	367811	368671	+	861	43	7	34	4	10	9	89	0
SAUSA300_RS01690	NC_007793.1	368949	369749	-	801	144	68	116	84	76	46	493	18
SAUSA300_RS01695	NC_007793.1	369889	370557	+	669	68	4	38	18	14	10	73	8
SAUSA300_RS01700	NC_007793.1	370684	371997	-	1314	30	6	14	1736	12	2	457	2
SAUSA300_RS01705	NC_007793.1	372415	374487	+	2073	234	186	465	3470	378	529	7035	134
SAUSA300_RS01710	NC_007793.1	374729	375556	-	828	24	8	52	8	46	34	208	10
SAUSA300_RS01715	NC_007793.1	375629	376828	-	1200	68	22	69	88	77	36	428	32
SAUSA300_RS01720	NC_007793.1	376924	377016	+	93	0	0	0	0	0	0	0	0
SAUSA300_RS01725	NC_007793.1	377130	378131	+	1002	6	0	8	16	4	52	169	8
SAUSA300_RS01730	NC_007793.1	378165	378497	+	333	0	0	0	2	2	4	108	0
SAUSA300_RS01735	NC_007793.1	378498	379298	+	801	17	0	16	15	20	2	69	3
SAUSA300_RS01740	NC_007793.1	379288	380232	+	945	16	6	10	34	5	34	128	2
SAUSA300_RS01745	NC_007793.1	380210	381232	+	1023	0	0	10	10	3	2	36	0
SAUSA300_RS01750	NC_007793.1	381547	382572	+	1026	12	2	12	8	2	12	8	4
SAUSA300_RS01755	NC_007793.1	382665	384011	-	1347	126	12	89	126	99	24	647	38
SAUSA300_RS01760	NC_007793.1	384026	384310	-	285	8	4	17	3	4	0	61	1
SAUSA300_RS01765	NC_007793.1	384312	384755	-	444	1	0	0	1	1	2	27	0
SAUSA300_RS01770	NC_007793.1	384760	386715	-	1956	12	0	2	10	48	20	149	4
SAUSA300_RS01775	NC_007793.1	386927	387346	+	420	14	0	2	0	0	0	14	0
SAUSA300_RS01780	NC_007793.1	387453	388808	+	1356	0	2	2	0	3	2	12	2
SAUSA300_RS01785	NC_007793.1	388912	389352	+	441	0	2	0	0	1	2	0	0
SAUSA300_RS01790	NC_007793.1	389435	390793	-	1359	42	4	70	26	38	28	142	38
SAUSA300_RS01795	NC_007793.1	391101	392027	+	927	130	120	72	256	1325	1060	544	18
SAUSA300_RS01800	NC_007793.1	392041	393102	+	1062	3353	1907	492	7292	10868	1774	9212	631
SAUSA300_RS01805	NC_007793.1	393116	393682	+	567	29	48	55	24	64	40	891	0
SAUSA300_RS01810	NC_007793.1	393742	394737	-	996	10	0	0	6	4	6	52	2
SAUSA300_RS01815	NC_007793.1	394835	395131	+	297	3	0	46	7	15	2	60	0
SAUSA300_RS01820	NC_007793.1	395211	395756	+	546	38	0	0	0	35	4	6	0
SAUSA300_RS01825	NC_007793.1	396024	396878	+	855	0	0	0	0	0	0	0	0
SAUSA300_RS01830	NC_007793.1	396875	398104	+	1230	14	6	0	4	2	0	16	2
SAUSA300_RS01835	NC_007793.1	398085	399797	+	1713	6	0	8	0	2	0	6	0
SAUSA300_RS01840	NC_007793.1	399889	400590	-	702	14	10	31	2	11	30	103	14
SAUSA300_RS01845	NC_007793.1	400607	400831	-	225	9	0	4	0	0	3	20	0
SAUSA300_RS01850	NC_007793.1	400931	401320	-	390	25	6	4	2	0	16	76	8
SAUSA300_RS01855	NC_007793.1	401561	401764	+	204	10	0	6	0	0	0	4	0
SAUSA300_RS01860	NC_007793.1	401761	402474	+	714	20	0	186	12	2	10	22	0
SAUSA300_RS01865	NC_007793.1	402499	403341	+	843	36	5	437	6	0	12	9	0
SAUSA300_RS01870	NC_007793.1	403341	403970	+	630	568	17	2645	49	51	83	472	107
SAUSA300_RS01875	NC_007793.1	404337	405470	-	1134	2	0	48	2	8	4	6	0
SAUSA300_RS01885	NC_007793.1	406009	407190	+	1182	100	60	136	556	233	36	435	41
SAUSA300_RS01890	NC_007793.1	407273	408025	-	753	32	14	10	24	10	2	74	12
SAUSA300_RS01895	NC_007793.1	408068	410296	-	2229	35	8	20	12	22	8	106	2
SAUSA300_RS01900	NC_007793.1	410293	412134	-	1842	10	0	40	26	14	4	56	6
SAUSA300_RS01905	NC_007793.1	412103	413263	-	1161	4	0	0	7	4	4	30	10
SAUSA300_RS01910	NC_007793.1	413260	414363	-	1104	22	0	0	8	2	4	22	10
SAUSA300_RS01915	NC_007793.1	415027	415872	+	846	11	14	6	0	4	2	2	12
SAUSA300_RS01920	NC_007793.1	416029	416910	+	882	44	12	0	9	2	6	15	2
SAUSA300_RS01925	NC_007793.1	416940	417143	+	204	0	0	10	0	0	0	3	1
SAUSA300_RS01930	NC_007793.1	417155	418252	+	1098	151	30	72	33	44	27	185	35
SAUSA300_RS01935	NC_007793.1	418338	418529	-	192	60	8	22	3	14	18	4	20
SAUSA300_RS01940	NC_007793.1	418773	419069	+	297	3521	406	816	3391	2113	1907	6562	917
SAUSA300_RS01945	NC_007793.1	419090	419593	+	504	813	156	219	707	640	362	1821	262
SAUSA300_RS01950	NC_007793.1	419645	419887	+	243	0	0	8	0	0	1	45	0
SAUSA300_RS01955	NC_007793.1	420153	421091	-	939	0	4	0	2	4	4	0	0
SAUSA300_RS01970	NC_007793.1	422037	422648	+	612	0	0	0	0	0	0	0	0
SAUSA300_RS01975	NC_007793.1	423017	423385	+	369	0	0	0	1	0	0	0	0
SAUSA300_RS01980	NC_007793.1	423566	424138	+	573	8	8	42	10	10	2	11	0
SAUSA300_RS01985	NC_007793.1	424276	424539	-	264	4	1	42	4	0	2	77	8
SAUSA300_RS01990	NC_007793.1	424839	425090	+	252	24	14	28	448	116	2	284	0
SAUSA300_RS01995	NC_007793.1	425129	425338	-	210	0	0	0	0	0	0	0	0
SAUSA300_RS02000	NC_007793.1	425516	426097	+	582	48	16	25	14	15	14	81	10
SAUSA300_RS02005	NC_007793.1	426163	426546	-	384	41	13	38	23	17	5	244	10
SAUSA300_RS02010	NC_007793.1	426801	427427	-	627	153	0	4	5	11	93	46	46
SAUSA300_RS02020	NC_007793.1	427872	429395	-	1524	74726	8382	14741	49206	28809	29802	106354	14301
SAUSA300_RS02025	NC_007793.1	429411	429980	-	570	2252	98	112	956	738	467	2303	264
SAUSA300_RS02030	NC_007793.1	430472	431227	+	756	1384	294	146	594	660	378	684	296
SAUSA300_RS02035	NC_007793.1	431308	432696	-	1389	2168	200	96	2283	1050	762	3301	286
SAUSA300_RS02040	NC_007793.1	432781	432882	+	102	13	0	0	0	0	0	3	0
SAUSA300_RS02045	NC_007793.1	433673	434629	-	957	76	10	10	40	56	46	203	4
SAUSA300_RS02050	NC_007793.1	434747	435409	-	663	15	6	40	0	16	14	50	4
SAUSA300_RS02055	NC_007793.1	435552	435959	-	408	1793	78	24	294	366	706	1035	448
SAUSA300_RS02060	NC_007793.1	436472	437050	+	579	13	4	6	2	2	7	29	2
SAUSA300_RS02065	NC_007793.1	437050	438318	+	1269	56	14	52	232	54	52	130	74
SAUSA300_RS02070	NC_007793.1	438356	439822	+	1467	280	28	96	80	234	241	1333	76
SAUSA300_RS02075	NC_007793.1	439847	441388	+	1542	423	48	104	64	222	208	1301	88
SAUSA300_RS02080	NC_007793.1	441501	442037	-	537	0	0	22	0	0	0	8	0
SAUSA300_RS02085	NC_007793.1	442430	443134	-	705	0	0	0	0	0	0	0	1
SAUSA300_RS02090	NC_007793.1	443533	443805	-	273	0	0	6	0	0	3	4	0
SAUSA300_RS02095	NC_007793.1	444066	444218	-	153	0	0	3	0	2	0	0	5
SAUSA300_RS02100	NC_007793.1	444742	445101	-	360	311	0	168	20	40	52	327	53
SAUSA300_RS02105	NC_007793.1	445120	445965	-	846	641	84	356	311	424	492	1274	145
SAUSA300_RS02110	NC_007793.1	446437	447117	+	681	4	8	0	0	0	2	0	4
SAUSA300_RS02115	NC_007793.1	447403	448098	+	696	2	0	3	0	0	0	2	0
SAUSA300_RS02120	NC_007793.1	448389	449447	+	1059	4	4	0	0	6	4	10	2
SAUSA300_RS02125	NC_007793.1	449566	449703	+	138	4	0	0	0	1	0	0	1
SAUSA300_RS02130	NC_007793.1	449812	450738	+	927	18	0	22	0	3	2	7	5
SAUSA300_RS02135	NC_007793.1	451102	451806	+	705	0	0	16	0	0	0	0	0
SAUSA300_RS02145	NC_007793.1	452252	452947	+	696	0	0	0	0	0	0	0	0
SAUSA300_RS02150	NC_007793.1	453368	454063	+	696	0	0	0	0	0	0	0	0
SAUSA300_RS02155	NC_007793.1	454407	455105	+	699	0	0	0	0	0	0	0	0
SAUSA300_RS02160	NC_007793.1	455485	456183	+	699	2	0	0	0	8	0	0	0
SAUSA300_RS02165	NC_007793.1	456549	457232	+	684	6	0	0	0	0	1	8	0
SAUSA300_RS02170	NC_007793.1	457317	457418	-	102	1	0	0	0	0	1	0	2
SAUSA300_RS02175	NC_007793.1	457496	459052	+	1557	80	13	0	20	12	15	141	13
SAUSA300_RS02180	NC_007793.1	459045	460256	+	1212	0	10	0	6	0	0	4	0
SAUSA300_RS02185	NC_007793.1	460639	461316	+	678	0	0	0	0	0	0	0	0
SAUSA300_RS02190	NC_007793.1	461338	462846	+	1509	13	0	0	0	0	0	0	0
SAUSA300_RS02195	NC_007793.1	462949	463257	-	309	2902	84	76	349	570	1967	3634	184
SAUSA300_RS02200	NC_007793.1	463625	464398	+	774	0	0	0	2	0	0	1	0
SAUSA300_RS02205	NC_007793.1	464429	465229	+	801	0	0	0	0	0	0	0	0
SAUSA300_RS02215	NC_007793.1	466101	466904	+	804	0	2	0	2	0	0	0	0
SAUSA300_RS02220	NC_007793.1	466923	467693	+	771	20	0	0	14	16	2	0	0
SAUSA300_RS02225	NC_007793.1	467725	468516	+	792	0	0	0	0	0	0	0	0
SAUSA300_RS02230	NC_007793.1	468586	469362	+	777	0	0	0	0	0	0	0	0
SAUSA300_RS02235	NC_007793.1	469541	470353	+	813	0	8	0	0	2	0	0	0
SAUSA300_RS02240	NC_007793.1	470372	471157	+	786	0	0	0	0	2	0	0	0
SAUSA300_RS02245	NC_007793.1	471340	472152	+	813	4	0	0	0	0	0	0	0
SAUSA300_RS02250	NC_007793.1	472142	473470	+	1329	20	0	4	4	2	0	26	0
SAUSA300_RS02255	NC_007793.1	473467	473790	+	324	0	0	0	0	0	0	0	0
SAUSA300_RS02260	NC_007793.1	473809	474123	+	315	10	0	0	0	0	0	0	0
SAUSA300_RS02265	NC_007793.1	474413	474673	-	261	5	0	14	0	0	4	12	0
SAUSA300_RS02270	NC_007793.1	474792	475994	+	1203	3	0	21	0	6	0	109	12
SAUSA300_RS16070	NC_007793.1	476263	476391	+	129	0	0	0	4	3	0	2	4
SAUSA300_RS15730	NC_007793.1	476653	476715	-	63	0	0	1	0	0	0	0	0
SAUSA300_RS15090	NC_007793.1	476779	476847	-	69	0	0	0	0	0	0	0	0
SAUSA300_RS15735	NC_007793.1	476899	476964	-	66	0	0	0	0	0	0	0	0
SAUSA300_RS15740	NC_007793.1	476996	477061	-	66	0	0	0	0	0	0	0	0
SAUSA300_RS02280	NC_007793.1	477582	479066	+	1485	485	118	252	144	315	248	1034	84
SAUSA300_RS02285	NC_007793.1	479079	481784	+	2706	4569	505	1067	929	1189	1425	4802	999
SAUSA300_RS02290	NC_007793.1	481946	482308	+	363	52	46	97	37	76	54	281	24
SAUSA300_RS15095	NC_007793.1	482537	482953	-	417	32	60	0	14	42	0	5	6
SAUSA300_RS02300	NC_007793.1	482991	483665	+	675	4	24	50	16	30	54	150	0
SAUSA300_RS02305	NC_007793.1	483702	484436	+	735	138	12	36	8	32	40	34	32
SAUSA300_RS02310	NC_007793.1	484614	484727	+	114	0	0	0	0	0	0	0	0
SAUSA300_RS02315	NC_007793.1	484892	486229	+	1338	16	12	40	6	10	0	132	72
SAUSA300_RS02320	NC_007793.1	486446	487360	+	915	14	0	0	0	2	8	28	6
SAUSA300_RS02325	NC_007793.1	487344	488486	+	1143	10	6	32	20	13	6	32	0
SAUSA300_RS02330	NC_007793.1	488780	489805	+	1026	12	2	0	0	6	0	11	0
SAUSA300_RS02335	NC_007793.1	489809	490468	+	660	0	4	4	0	4	1	6	10
SAUSA300_RS02340	NC_007793.1	490505	491347	+	843	8	0	0	0	0	0	10	0
SAUSA300_RS02345	NC_007793.1	491679	492683	+	1005	718	130	100	1456	1156	474	1853	437
SAUSA300_RS02350	NC_007793.1	492868	493137	-	270	0	0	2	4	0	0	0	2
SAUSA300_RS02355	NC_007793.1	493286	493681	+	396	49	2	16	4	20	18	18	5
SAUSA300_RS02360	NC_007793.1	493671	494156	+	486	55	12	10	3	25	12	14	22
SAUSA300_RS02365	NC_007793.1	494325	495107	-	783	38	0	42	0	7	9	35	2
SAUSA300_RS02370	NC_007793.1	495104	496222	-	1119	71	11	20	12	11	9	67	32
SAUSA300_RS02375	NC_007793.1	496337	497221	-	885	4	7	0	3	18	6	26	4
SAUSA300_RS02380	NC_007793.1	497402	501901	+	4500	276	57	180	76	531	186	833	129
SAUSA300_RS02385	NC_007793.1	501919	503382	+	1464	182	27	63	48	447	159	194	45
SAUSA300_RS02390	NC_007793.1	503651	503743	+	93	1	0	0	0	0	0	0	0
SAUSA300_RS02395	NC_007793.1	504214	505641	+	1428	1878	4	198	212	142	142	991	660
SAUSA300_RS02400	NC_007793.1	505705	507345	+	1641	409	24	40	156	60	98	220	87
SAUSA300_RS02405	NC_007793.1	507370	508098	+	729	74	9	61	49	11	16	63	21
SAUSA300_RS15100	NC_007793.1	508160	508429	+	270	6302100	5228449	7168755	2098369	3538096	2586177	2441517	6509698
SAUSA300_RS02410	NC_007793.1	508498	508599	+	102	45	1	18	5	6	8	3	21
SAUSA300_RS02415	NC_007793.1	508737	509261	+	525	19	0	20	4	20	4	12	0
SAUSA300_RS02420	NC_007793.1	509330	511027	+	1698	1032	134	368	304	374	285	1197	199
SAUSA300_RS02425	NC_007793.1	511117	511434	+	318	10	3	2	0	2	9	12	1
SAUSA300_RS02430	NC_007793.1	511441	512037	+	597	158	5	45	38	44	41	265	35
SAUSA300_RS02435	NC_007793.1	512242	512340	+	99	0	0	0	0	0	0	0	0
SAUSA300_RS02440	NC_007793.1	512891	514442	+	1552	18954	8639	14102	12121	19401	15276	28394	8689
SAUSA300_RS02445	NC_007793.1	514809	517731	+	2923	7259	843	1952	4864	5760	3285	5057	1741
SAUSA300_RS02450	NC_007793.1	517804	517918	+	115	0	0	6	2	0	0	0	4
SAUSA300_RS02455	NC_007793.1	518801	520138	+	1338	16	1	4	20	0	26	90	4
SAUSA300_RS02460	NC_007793.1	520140	520757	+	618	0	0	0	0	0	0	0	0
SAUSA300_RS02465	NC_007793.1	520785	521114	+	330	2672	412	458	1277	874	442	2863	818
SAUSA300_RS02475	NC_007793.1	521328	522254	+	927	10	2	16	8	14	21	39	22
SAUSA300_RS02480	NC_007793.1	522255	523058	+	804	99	17	10	18	47	8	224	27
SAUSA300_RS02485	NC_007793.1	523075	523422	+	348	15	1	29	0	6	1	7	25
SAUSA300_RS02490	NC_007793.1	523696	524421	+	726	17	0	0	0	4	0	8	8
SAUSA300_RS02495	NC_007793.1	524414	524662	+	249	0	0	0	0	0	0	0	0
SAUSA300_RS02500	NC_007793.1	524664	525503	+	840	6	0	0	0	0	2	10	10
SAUSA300_RS02510	NC_007793.1	525789	527762	+	1974	184	66	160	82	110	58	462	74
SAUSA300_RS02515	NC_007793.1	527793	528566	+	774	63	36	65	88	118	49	559	43
SAUSA300_RS02520	NC_007793.1	528733	529269	+	537	6	0	0	0	12	1	24	0
SAUSA300_RS02525	NC_007793.1	529280	530173	+	894	28	2	0	2	28	37	28	4
SAUSA300_RS02530	NC_007793.1	530273	530536	+	264	166	72	96	43	38	50	326	176
SAUSA300_RS02535	NC_007793.1	530846	531694	+	849	142	14	0	10	75	18	199	43
SAUSA300_RS02540	NC_007793.1	531708	532532	+	825	177	48	59	54	96	57	184	78
SAUSA300_RS02545	NC_007793.1	532549	532929	+	381	2263	468	590	1298	878	1048	4114	578
SAUSA300_RS02550	NC_007793.1	533001	533303	+	303	1003	130	164	354	274	227	583	143
SAUSA300_RS02555	NC_007793.1	533493	533624	+	132	0	2	14	0	1	8	4	0
SAUSA300_RS02560	NC_007793.1	533647	534999	+	1353	1066	170	431	692	652	478	1446	150
SAUSA300_RS02565	NC_007793.1	535146	536111	+	966	674	76	72	518	278	308	1291	59
SAUSA300_RS02575	NC_007793.1	536261	536914	+	654	470	190	232	333	154	134	647	85
SAUSA300_RS02580	NC_007793.1	537225	537797	+	573	18	0	0	3	9	1	62	8
SAUSA300_RS02585	NC_007793.1	537797	541303	+	3507	125	46	65	30	51	36	256	32
SAUSA300_RS02590	NC_007793.1	541293	542819	+	1527	330	84	107	103	163	161	295	78
SAUSA300_RS02595	NC_007793.1	542819	544012	+	1194	288	22	145	76	124	86	382	48
SAUSA300_RS02600	NC_007793.1	544009	544272	+	264	0	0	14	0	1	18	2	0
SAUSA300_RS02605	NC_007793.1	544290	544682	+	393	94	0	50	29	61	43	146	12
SAUSA300_RS02610	NC_007793.1	544787	545188	+	402	102	78	353	18	60	72	98	36
SAUSA300_RS02615	NC_007793.1	545368	546663	+	1296	2	0	24	0	2	10	61	4
SAUSA300_RS02620	NC_007793.1	546668	547207	+	540	2	0	24	0	9	14	39	0
SAUSA300_RS02625	NC_007793.1	547464	549557	+	2094	2018	272	728	1129	1472	1070	2377	734
SAUSA300_RS02630	NC_007793.1	549786	550667	+	882	43	14	7	40	90	34	106	10
SAUSA300_RS02635	NC_007793.1	550846	551778	+	933	113	3	65	92	70	35	166	20
SAUSA300_RS02640	NC_007793.1	551994	552797	+	804	12	0	20	0	2	0	6	4
SAUSA300_RS02645	NC_007793.1	552775	553140	+	366	1	0	0	0	0	0	0	2
SAUSA300_RS02650	NC_007793.1	553137	553613	+	477	8	2	2	0	2	6	11	0
SAUSA300_RS02655	NC_007793.1	554007	554099	+	93	1	0	10	0	3	1	8	0
SAUSA300_RS02660	NC_007793.1	554152	555639	+	1488	228	96	353	248	186	232	400	60
SAUSA300_RS02665	NC_007793.1	556197	556311	+	115	4	0	0	2	0	4	2	0
SAUSA300_RS02670	NC_007793.1	556324	556399	+	76	11	2	4	0	6	0	7	3
SAUSA300_RS02675	NC_007793.1	556522	558073	+	1552	19257	8558	14357	12017	19673	15130	27999	8253
SAUSA300_RS02680	NC_007793.1	558168	558244	+	77	72	7	8	28	17	20	98	9
SAUSA300_RS02685	NC_007793.1	558412	561334	+	2923	7626	899	2077	5228	5977	3209	5075	1720
SAUSA300_RS02690	NC_007793.1	561407	561521	+	115	4	2	5	2	2	2	0	0
SAUSA300_RS02695	NC_007793.1	562046	563428	-	1383	8	2	0	2	8	2	10	3
SAUSA300_RS02700	NC_007793.1	563532	564419	+	888	103	24	116	189	50	29	182	34
SAUSA300_RS02705	NC_007793.1	564423	564983	+	561	1158	112	309	394	173	98	532	297
SAUSA300_RS02710	NC_007793.1	565191	566405	-	1215	60	4	2	14	8	20	60	20
SAUSA300_RS02715	NC_007793.1	566563	567024	+	462	550	221	391	320	261	190	1352	69
SAUSA300_RS02720	NC_007793.1	567043	567609	+	567	5316	665	1175	2960	3059	961	11397	709
SAUSA300_RS02725	NC_007793.1	567599	568606	+	1008	2662	609	792	1241	1574	596	4494	396
SAUSA300_RS02730	NC_007793.1	568620	571076	+	2457	13825	5865	6194	25165	25043	10299	16041	1951
SAUSA300_RS02740	NC_007793.1	571561	572925	+	1365	165	10	34	152	86	32	232	22
SAUSA300_RS02745	NC_007793.1	572950	574023	+	1074	12	25	27	60	46	11	133	18
SAUSA300_RS02750	NC_007793.1	574580	576034	+	1455	791	70	145	245	326	171	188	109
SAUSA300_RS02755	NC_007793.1	576457	577104	+	648	124	4	34	21	38	32	124	21
SAUSA300_RS02760	NC_007793.1	577088	578488	+	1401	805	98	202	192	374	665	1350	114
SAUSA300_RS02765	NC_007793.1	578481	578885	+	405	99	77	44	139	223	238	425	12
SAUSA300_RS02770	NC_007793.1	578893	579639	+	747	1060	76	130	334	377	247	1484	155
SAUSA300_RS02775	NC_007793.1	579639	580163	+	525	95	0	85	3	21	9	270	8
SAUSA300_RS02780	NC_007793.1	580244	580813	+	570	23	32	56	10	8	12	49	19
SAUSA300_RS15115	NC_007793.1	580928	581071	+	144	5	0	0	0	3	7	7	0
SAUSA300_RS02785	NC_007793.1	581127	581309	+	183	0	2	0	0	0	0	4	0
SAUSA300_RS02790	NC_007793.1	581322	581870	+	549	212	33	68	71	154	115	332	46
SAUSA300_RS02795	NC_007793.1	582051	582473	+	423	1159	117	181	610	797	426	1768	354
SAUSA300_RS02800	NC_007793.1	582681	583373	+	693	1329	126	670	619	742	413	2623	330
SAUSA300_RS02805	NC_007793.1	583645	584145	+	501	190	16	130	110	122	138	607	52
SAUSA300_RS02810	NC_007793.1	584188	584556	+	369	218	12	70	94	116	154	105	46
SAUSA300_RS02815	NC_007793.1	584731	585339	+	609	45	0	38	16	24	14	52	31
SAUSA300_RS02820	NC_007793.1	585554	589105	+	3552	45305	10173	12290	12002	19860	19005	62655	8948
SAUSA300_RS02825	NC_007793.1	589269	592865	+	3597	69437	16786	20591	14091	28642	29278	77081	13830
SAUSA300_RS02830	NC_007793.1	593002	593256	+	255	403	466	382	97	458	409	648	62
SAUSA300_RS02835	NC_007793.1	593354	593767	+	414	812	165	266	1010	941	381	1396	74
SAUSA300_RS02845	NC_007793.1	594427	596508	+	2082	21554	3682	5051	29034	16398	5467	31333	3437
SAUSA300_RS02850	NC_007793.1	596725	597909	+	1185	32082	4407	7660	31924	21528	7923	33026	4747
SAUSA300_RS02855	NC_007793.1	598191	599366	-	1176	114	4	49	16	42	24	180	27
SAUSA300_RS02860	NC_007793.1	599537	600724	+	1188	627	48	186	196	184	96	1120	134
SAUSA300_RS02865	NC_007793.1	600990	601868	+	879	107	14	165	30	26	69	370	20
SAUSA300_RS02870	NC_007793.1	602028	603665	+	1638	26	0	0	2	16	10	38	6
SAUSA300_RS02875	NC_007793.1	603879	604844	+	966	3268	48	34	264	182	50	907	716
SAUSA300_RS02880	NC_007793.1	605179	606255	+	1077	188	0	24	26	22	37	200	62
SAUSA300_RS02885	NC_007793.1	606505	607188	+	684	12	0	18	2	4	0	6	0
SAUSA300_RS02890	NC_007793.1	607304	607966	-	663	4	0	2	8	26	2	33	12
SAUSA300_RS02895	NC_007793.1	607959	608576	-	618	0	0	7	0	0	0	0	0
SAUSA300_RS02900	NC_007793.1	608643	609113	+	471	10	0	11	2	6	6	28	8
SAUSA300_RS02905	NC_007793.1	609260	610129	+	870	12	2	26	10	16	16	41	0
SAUSA300_RS02910	NC_007793.1	610150	610716	+	567	12	0	10	0	2	2	16	8
SAUSA300_RS02915	NC_007793.1	611147	613990	+	2844	2851	98	14	849	2025	1936	6175	188
SAUSA300_RS02920	NC_007793.1	614357	618502	+	4146	74928	410	216	5510	9346	3670	19798	4107
SAUSA300_RS02925	NC_007793.1	618896	622360	+	3465	19498	1147	95	19064	22520	20613	6304	1353
SAUSA300_RS02930	NC_007793.1	622479	623951	+	1473	2	0	0	10	12	2	10	2
SAUSA300_RS02935	NC_007793.1	624075	625565	-	1491	200	86	271	156	166	138	822	90
SAUSA300_RS02940	NC_007793.1	625847	626725	-	879	594	106	154	162	580	474	734	160
SAUSA300_RS02945	NC_007793.1	626738	627403	-	666	157	16	38	68	129	104	457	45
SAUSA300_RS02950	NC_007793.1	627417	627779	-	363	818	84	147	142	506	543	1731	291
SAUSA300_RS02955	NC_007793.1	628055	628813	+	759	86	33	154	50	92	60	67	38
SAUSA300_RS02960	NC_007793.1	628890	629522	+	633	555	32	117	87	124	105	152	114
SAUSA300_RS02965	NC_007793.1	629524	630072	+	549	934	116	481	657	494	731	328	93
SAUSA300_RS02970	NC_007793.1	630185	630832	+	648	204	94	14	30	43	26	185	44
SAUSA300_RS02975	NC_007793.1	631334	632734	+	1401	1019	409	210	82	126	142	763	296
SAUSA300_RS02985	NC_007793.1	633278	634654	+	1377	17	63	64	6	48	24	147	2
SAUSA300_RS02990	NC_007793.1	634656	635795	+	1140	248	256	148	416	262	116	1335	68
SAUSA300_RS02995	NC_007793.1	635770	636135	+	366	2	5	50	0	0	9	29	3
SAUSA300_RS03000	NC_007793.1	636138	636407	+	270	2	105	84	11	4	25	367	27
SAUSA300_RS03005	NC_007793.1	636608	636775	-	168	4621	50312	128802	5648	2759	8310	76317	1184
SAUSA300_RS03010	NC_007793.1	637282	638112	-	831	190	21	46	96	78	88	203	26
SAUSA300_RS03015	NC_007793.1	638296	638952	+	657	6	0	16	20	18	10	56	10
SAUSA300_RS03020	NC_007793.1	638953	639333	+	381	8	0	4	2	0	10	16	2
SAUSA300_RS03025	NC_007793.1	639466	639834	+	369	10	0	0	0	0	0	0	0
SAUSA300_RS03030	NC_007793.1	639955	641439	+	1485	110	66	48	175	160	98	88	34
SAUSA300_RS03035	NC_007793.1	641581	642033	-	453	34	32	54	35	103	59	29	36
SAUSA300_RS03040	NC_007793.1	642046	642810	-	765	39	35	70	11	15	12	72	8
SAUSA300_RS03045	NC_007793.1	643359	644111	-	753	182	24	44	90	108	100	306	64
SAUSA300_RS03050	NC_007793.1	644279	645265	+	987	454	67	142	469	286	96	1597	160
SAUSA300_RS03055	NC_007793.1	645268	646104	+	837	165	55	323	87	63	45	2666	37
SAUSA300_RS03060	NC_007793.1	646691	647611	+	921	8	16	16	28	4	12	16	18
SAUSA300_RS03065	NC_007793.1	647616	648599	+	984	90	84	46	70	56	22	112	18
SAUSA300_RS03070	NC_007793.1	648612	649688	+	1077	104	26	33	20	13	28	74	20
SAUSA300_RS03075	NC_007793.1	649865	650206	+	342	4	0	26	4	0	4	10	2
SAUSA300_RS03080	NC_007793.1	650258	651580	-	1323	316	6	1662	64	73	104	380	116
